stop_id,income
145317,63443
116230,19820
165103,13644
109490,42817
193958,13499
59871,30792
57374,55004
189565,17346
153517,45413
40903,22274
52662,28802
191103,20214
115105,30544
56407,22383
106727,33128
46813,40691
30673,30529
86465,31852
189845,27975
132424,20465
62833,27224
237,22208
199240,61933
199052,45382
73698,60319
184688,36194
55211,47627
127371,46898
145998,25743
28674,15118
66071,23534
164985,30292
156268,19668
161441,61050
167033,28975
48868,59528
112881,33569
76141,50019
182640,14064
126981,48412
169931,41001
18912,28284
198167,67673
44744,24629
11607,52002
176124,21797
158787,39396
84809,18322
156373,20445
98119,30043
187133,17383
39189,70552
157375,9666
107094,43393
140157,15241
94949,71604
159,58399
129743,26254
167398,80214
61757,70460
108574,6615
196612,33425
164893,40435
117472,61851
149592,47094
98343,91765
186613,52869
145424,39594
72645,26635
135336,19289
195790,78067
185833,46703
183435,35543
150361,52647
32038,42490
44279,28242
128967,31062
90713,39984
197068,48034
64591,23067
97888,20129
22291,28113
180334,35329
82258,37500
117537,27866
61939,32873
180337,27846
132709,38016
78241,20325
156859,41547
2767,30282
137950,27309
60739,12426
145626,18068
174946,66054
89669,27154
86280,32219
92661,50209
55607,48295
67209,34253
147247,20976
84959,51861
200529,47483
69475,43123
198192,28464
18560,52989
89668,15681
102657,36272
142790,52745
189965,33113
164182,61284
19928,50063
51389,88534
90210,58954
128397,42397
57589,26238
26127,32715
17205,89565
95365,36359
128419,29641
101831,46870
148438,64218
35921,60370
60714,23293
23441,31699
179864,41333
90649,9869
27559,83322
96451,35227
74384,72241
169597,56133
57007,38197
49321,33031
158023,52802
36248,31964
191073,70803
143552,25962
47658,14867
105306,74801
111442,43920
162157,51226
64791,25053
3025,35713
21623,25808
55359,20418
137337,28356
108660,26176
14842,29920
18000,42851
172401,49262
133512,29558
61765,35247
130756,35401
50443,76232
97382,18619
7230,38986
97759,41309
3931,61211
181503,47138
5987,46951
72723,21264
122716,27824
183693,24232
115981,77163
15674,17715
6496,15185
200887,32018
175583,28670
68544,18872
138678,9230
77689,56626
95560,50514
14796,49514
6617,41085
179274,47843
9991,19526
82705,25053
199779,64167
15592,32849
78675,46930
147331,84241
186632,42489
80050,38401
154497,10753
32008,36659
13077,15246
142138,56292
147352,24990
147219,84142
192605,27122
117270,29768
9770,48344
49661,27785
99208,21142
143031,56982
165530,39858
72404,77469
182231,23173
117460,28579
91570,41284
199586,73928
173829,39344
37423,25191
165050,35378
142698,66596
161497,27965
23079,27736
142225,95464
74656,40525
169996,36608
55210,40811
179694,32506
125041,39770
55062,63513
8542,73702
138602,84956
113405,18199
105271,120479
174629,54566
177102,128923
160232,21133
176222,135239
109872,65743
165730,56012
70472,36102
30944,34490
185114,16330
120004,39095
65940,60463
42450,11592
169077,20548
3196,56978
69292,73299
138341,55506
199289,13813
26844,76522
83394,48094
11598,72462
34765,32404
186238,30323
169079,39606
15280,76812
96166,18071
130190,33246
170652,79457
22524,21329
61605,30497
125340,38526
117792,38316
317,41398
146836,88350
65196,12306
155704,87938
45044,10025
177535,33479
153228,73245
65262,34714
138372,33892
153760,60140
94679,28547
136476,64373
37746,34783
170115,29804
11176,21858
139364,11348
109968,57725
21357,17729
7630,43582
106380,54555
67910,41265
71098,70678
2365,18559
75390,50610
190148,31999
14893,47943
142041,52394
149433,57780
95811,39175
39948,21565
105007,37974
89424,38833
185215,81804
80676,116633
105936,22517
2609,40891
54425,18104
107411,35089
71270,31019
108261,68821
195708,41436
188596,43619
183551,37875
163637,21870
188796,37162
159932,18041
47889,23981
82197,28263
152011,50230
89818,22548
113601,52574
94063,43244
119963,20382
177201,28230
45895,40087
179272,31311
1497,13771
28753,20280
129880,25007
183602,68776
169564,14857
27754,36567
4815,16069
83622,43601
31267,22666
193036,25973
187180,56443
156264,51773
19777,42938
110154,67700
183928,35965
135196,38810
106838,25972
42159,20103
59648,25423
159695,78906
130855,27942
80109,37849
98658,28376
62417,33924
95503,21385
10108,27115
133389,37890
105704,28764
114935,25695
74084,39742
19461,33832
18685,27579
108072,37654
14728,25434
194115,38278
5144,29507
126449,40111
164186,37931
71520,66896
182920,69767
68558,29050
121,32253
75336,43641
146485,56940
196630,44516
93928,55977
105260,28942
56256,47317
179448,83226
51573,18883
57793,43403
25990,42227
3825,19670
70105,40870
198371,34259
199925,28133
31823,20998
190126,18833
195444,49069
123689,51910
68145,24173
117589,7563
105592,42078
69219,28091
175557,42582
94940,20751
125744,24097
87888,75695
26390,20093
105826,21193
62959,38816
93234,42929
110878,68631
136718,55637
88126,34833
103519,30658
60557,46426
171376,57689
154517,12165
29600,28457
191488,34293
92233,32237
11950,76471
140521,66389
100609,38899
53399,21833
2855,57156
149015,48881
26326,43255
20703,39517
3341,37186
16655,37656
28205,45717
68002,9836
23224,70450
6537,45809
124595,71336
157584,62234
34423,51068
180552,54432
8642,24035
174672,13329
100739,57217
157831,46319
130538,52601
200944,23723
138890,14457
137468,36886
77445,20592
135523,35651
62413,20350
132876,28759
124978,52518
3472,102105
13438,41047
1481,33227
57229,10291
108781,52484
111110,64118
92662,38486
46110,28561
191264,41000
19106,52679
192126,26050
13622,66188
152788,43700
24123,36166
19197,43126
87087,49622
56530,45322
201281,21518
12897,26127
108468,12348
93349,27583
72253,37566
110632,15569
96831,27899
87197,41548
112898,29639
23332,41015
50737,43015
167487,18751
183745,81018
193813,49311
143361,20146
53199,41835
78481,24721
169021,38775
83480,40150
127259,70391
75463,46826
71403,72754
117731,7020
196394,17219
180932,29171
73144,50020
70852,49285
177310,30675
107171,33680
6291,21954
22788,90890
58973,12571
58384,46829
122938,51340
107999,32351
31855,43180
171256,28731
190644,35723
111533,57114
39257,59208
37140,64730
33954,46755
96810,92637
21855,13199
54858,65523
193661,23476
103629,10192
119008,116555
184703,37196
136477,13715
50424,65178
37841,38691
27206,26486
144436,22843
54764,25021
87289,26033
141948,39948
31245,59300
91511,51294
12873,50954
142589,17835
179372,41618
63299,53582
170597,59618
115698,35131
91575,83264
161241,25863
52923,84901
63275,32762
26126,72113
120843,34309
104173,31449
77590,44795
73533,43309
129328,38654
118931,40610
3211,46775
88058,43880
16637,10995
169185,22170
92414,48831
98675,43748
160009,52892
61789,103044
199780,27071
179855,35102
18983,22940
159532,50724
192034,23100
160506,51582
119139,17965
150947,23920
114673,42888
129148,89250
44894,50066
20045,51761
192902,83778
128094,43173
10851,18994
24043,27860
149675,25512
61281,39895
12398,36327
109873,33989
197110,33586
32442,99742
91937,29879
183012,40336
52282,41882
69316,52490
120185,34526
93741,22752
52134,39749
42023,7554
50229,42139
148343,71697
198725,38438
24922,23495
38096,37952
118488,50873
34421,37716
163251,50668
165358,12519
144922,13633
147992,44034
131122,81742
122470,78196
151361,56183
55570,40828
12442,53849
60454,30386
139467,88255
84362,53195
137797,29529
116518,25301
12253,55133
95511,27686
93822,30129
99037,15855
148138,14831
70144,42217
15223,33991
88720,42656
80078,34362
126566,25602
163786,62281
155131,64192
66558,66503
85892,20361
134726,24818
110108,54060
15464,31631
129608,43088
45195,47467
166179,40395
180740,19984
139361,70650
136932,44525
192900,41021
60993,49195
129836,26024
98239,65404
75170,51944
160361,11230
32850,71108
121200,71772
12376,14383
200170,15224
107042,36077
115222,72059
101228,37212
98862,26654
193191,44253
56113,33224
11340,65235
187947,34210
194008,45589
105025,35144
18208,57607
186756,49942
95290,19621
39674,46521
96225,50709
89116,48906
149504,45043
102087,47518
128532,27399
173993,54279
117100,36392
24130,80503
71234,30266
145039,69329
27669,60557
125240,43955
79861,49211
73848,45612
8433,7540
120391,66462
112379,55879
38040,50591
14777,37447
33168,52586
115437,54382
147632,32979
81282,37489
39857,23179
48403,50571
41329,23519
102379,40327
93419,15392
68545,14534
145327,38862
38867,34540
138480,29986
148738,54358
88884,27210
64479,21841
87243,27154
35978,51493
28110,69080
33727,62153
147318,12006
16943,42085
64280,22347
135023,34058
185113,25744
199596,41456
191833,27249
119884,37974
154114,40073
177308,18551
60957,17131
115413,13547
77699,39774
97767,10171
43796,53202
201734,28191
183709,26759
47979,39969
956,36935
76513,38008
18299,13083
70325,41522
188398,77786
199881,21749
158051,23858
122039,39003
153495,4987
164,47377
82176,62433
137748,22661
44792,25527
185907,45884
201525,23474
21273,41993
182890,84247
69474,25054
106643,26857
53135,39981
102445,29277
76961,18998
101627,39221
89930,58669
87414,45510
62022,37559
129489,13263
46146,26605
47358,57733
159352,56204
16695,35934
195809,45229
175308,13408
108813,56256
89988,57064
201629,55646
141188,20348
31281,61365
158180,16782
36797,33798
45057,14267
91634,26866
16462,40059
152172,34239
90125,24554
68672,36111
168834,37145
104964,23362
55814,29235
15827,40491
25000,36563
4051,22160
200300,50513
145312,31731
116250,31374
55162,55351
181613,19127
3284,44777
144470,18282
194203,29824
20805,28778
162420,60781
67385,28439
92586,55963
76786,34534
30735,84365
96634,44356
178328,48051
176898,40563
1832,13978
17996,28660
58179,27176
40076,70290
185769,32866
109377,9082
184150,55238
28104,26150
162103,33943
20220,48549
16995,39381
117873,44936
135514,27497
110747,23723
131748,82128
113335,64798
94587,21221
157488,34953
44965,60226
26194,54007
56545,13879
24826,57236
25261,50859
62989,45743
90192,26734
50411,22000
115496,29789
123646,7562
612,35099
138962,28106
27189,36093
152401,28060
42156,54253
51620,42568
124147,72419
101604,21323
27594,53277
169092,47824
147550,27711
148064,38436
138687,36255
74365,32308
93906,29558
110944,43414
8224,69696
48929,33698
73981,22590
162156,8693
82671,23310
84349,41748
113610,34803
68440,67137
183391,32781
128136,21892
182798,29589
64826,12936
12673,28170
106686,33265
137076,28481
18357,39914
121655,54865
126105,21596
89281,29269
42279,71702
139644,29621
3429,20715
188433,71589
122438,62517
79953,34890
71924,69447
108231,51861
191182,12286
85800,34205
6680,29121
163482,31221
200947,8584
35988,21934
96514,46123
86424,24341
4407,64804
162723,34414
44497,44856
49,92702
96489,28504
94549,19408
33097,26083
60992,39595
49659,21811
136903,88708
162984,37720
118346,40339
107261,38687
77137,38180
155089,14218
107727,82135
102039,52419
190091,34928
144712,13075
89474,16496
49594,70895
20434,43909
73017,26523
54070,30186
40298,51376
151021,19539
182538,40117
17645,18727
143915,38736
14800,34732
47044,29707
60681,36449
155889,32949
35074,37444
31604,43719
124632,54061
91665,28610
79157,29339
41569,57974
172989,53244
89873,66630
183235,23640
54658,30629
36783,31728
50079,52941
99587,46174
176512,31214
75136,69729
185335,29552
182041,21830
136424,60600
90053,35832
185323,44153
149616,13516
130114,23638
34207,17472
156654,21437
104015,49739
40276,36053
168467,58927
36389,56683
10990,37911
69091,43245
49136,115197
14709,27611
52013,57244
117277,37363
173165,38874
103390,82774
131126,44750
188234,43002
18862,67015
165443,11578
139634,59500
72720,31215
182094,16838
195528,42652
190710,18010
32446,49670
77913,138166
92594,53011
183945,66844
54157,51836
98521,29469
53008,35950
173504,26509
114710,67209
32431,40536
72607,55432
59032,25319
164573,19855
40336,63894
29072,87252
111362,39271
118746,80742
183741,45442
161580,4361
137721,12059
54108,37007
188422,58842
82406,34972
80674,10551
63665,24770
87467,66013
149306,26531
86394,52926
147882,27380
41083,40411
58887,46905
173219,31865
86842,13782
64434,17711
57923,17572
167822,74484
34580,17773
20707,25135
48147,26331
112216,44546
167669,66091
62969,26172
137141,50799
10233,27945
79194,11236
202284,108933
155312,60845
146909,54888
189813,26456
114232,24764
68967,23807
68267,67854
112784,31114
121653,59284
35094,33009
24802,55875
64200,23110
189645,36142
149967,30715
168261,30842
7962,15674
66504,80358
149084,39186
127309,10787
177234,48663
136646,25498
88374,29466
107642,16403
101929,37033
149266,43559
95038,11749
51516,36677
91965,50997
99386,14420
180946,31145
141212,36521
200666,33137
60525,27645
49723,55495
74429,73075
108049,25206
126472,30285
157745,49588
138740,48372
127186,34806
193893,34978
129271,35995
177986,25832
87824,12609
14652,14230
144150,13439
152627,26463
87968,67534
120452,64038
71268,21426
134836,15753
61537,43043
178922,30972
141749,31465
89325,101695
164553,34013
83168,16980
88242,22179
85979,33210
77934,66323
85205,15884
35601,52434
100767,23717
190877,37096
8731,46545
30068,31906
44904,24432
160208,76489
182922,18246
100592,36636
53850,27958
195189,35898
183521,24480
9689,48506
185868,58834
20786,46086
135039,34847
41269,66117
83341,49527
23052,48394
86470,18118
13807,28972
190826,73518
153892,45383
79360,48407
97363,64779
182620,43863
23467,34780
127642,93224
185298,41432
56722,29372
141249,45159
193150,22924
121693,25352
72146,58893
2048,42892
30079,54027
59685,36999
161105,47859
50749,70788
134193,35209
69951,13004
133529,49160
142745,30516
89203,38209
200967,16538
126428,49188
177296,60797
86926,21945
185948,51089
69850,64319
154164,26949
52258,14515
60007,65214
124656,14795
63590,12409
175383,25498
155581,63836
86138,61716
151421,85035
138800,32086
199451,35257
126207,76713
183286,121854
28220,58521
117552,19368
177386,29273
33418,71195
114269,11868
4516,39244
119661,29319
70544,40503
102711,57215
54084,53669
191704,80711
151567,36809
181567,61488
30658,36228
15719,40851
73584,35220
177940,40311
173400,44880
65974,46761
197704,25768
190698,31386
137892,36599
141123,70978
41406,19706
120860,48616
187266,47692
178944,30352
86114,40521
168856,30651
90719,42237
78470,32175
18450,50264
163977,51838
106059,47066
38766,24548
155340,33595
17697,34193
172860,27502
27225,35484
12599,86424
200156,39271
79417,35969
16954,68576
7610,50659
49581,27663
37172,24691
144054,31342
151623,34375
199989,15101
78307,29399
81624,39756
155597,58480
136437,27560
158104,44784
165969,48218
41588,24327
72487,61878
157649,145624
172616,57325
44465,31438
17282,10085
169066,51879
107833,28575
66119,19223
95413,53938
102213,15067
178161,27049
59993,42984
186636,24622
155130,43032
49456,44736
57588,33006
153412,82263
160274,33797
104678,99327
155630,42810
82473,95287
106366,38541
5235,96530
114237,79456
59660,10920
157129,27426
38539,69839
61045,48013
122798,19140
10830,40214
97598,18389
138895,71044
133163,37466
115067,26251
70231,24987
50742,35310
145017,16754
184,38001
7271,32098
83832,53126
109321,22775
195533,42468
116398,23622
122269,32969
15730,26608
34602,16602
147001,57473
191499,19736
132118,11879
129545,15417
39181,66893
74248,80369
157134,36294
181932,60225
78824,29819
129587,43976
189100,41526
145910,27963
118972,19941
6953,10840
29494,13399
186758,61526
77854,53920
98896,72762
98798,51176
28453,65204
49039,38224
153933,67528
73111,60891
158944,55376
62380,50096
35830,23009
163933,50016
179590,15947
128105,49101
200329,16840
192573,59002
150893,18251
82956,13021
129030,17985
19093,47213
28777,32262
147697,21209
133765,13440
106364,26493
48968,26419
11283,25538
6139,39045
109405,34456
171516,33803
186740,21200
122307,59182
188287,60142
70193,14233
72199,33264
178453,50265
85718,23100
34731,19837
14748,35485
195508,45049
42755,57502
155755,22401
165111,76088
92136,122611
95912,44517
76530,23136
172676,26740
120283,28143
79589,31228
94382,60183
28584,49680
180591,42803
136827,71590
170401,18810
193935,54359
77403,42350
72333,49637
152429,39064
85464,32473
50516,18048
66044,45996
4468,74368
80661,43155
161326,36465
20233,25423
174012,52191
62560,36254
79656,35961
74328,54582
165236,17347
20848,32234
200136,31401
87739,57015
200724,67748
54981,41432
72015,22987
148021,22652
180047,37071
172315,12595
88029,38746
172283,10477
115951,43210
184092,29541
108712,44238
84704,56051
173754,103609
144827,50629
195010,33334
102964,54208
151424,48504
17579,27353
124363,72980
145197,54456
183187,27072
36938,24157
16483,84617
139652,24528
51178,63617
95650,19465
145791,44949
37786,53097
7870,14208
93100,42683
95670,64991
102694,46226
25847,70348
22584,24837
175376,19122
137651,25998
68235,97693
61991,25511
81007,50317
160066,35536
129706,24590
23618,37059
102803,30401
122971,22402
93030,63891
106650,35778
194703,23374
147271,28344
92666,28502
25720,16768
54230,65593
113220,29552
54811,24402
115655,73603
100770,37267
74453,58202
40195,51544
129430,80619
142683,11427
130692,43463
92804,31852
71770,48919
172059,12687
201899,36537
201913,92711
33752,10805
66309,47807
184628,48368
11502,28227
150869,38003
191346,47227
20231,38123
40085,31856
116211,8266
14868,174763
128640,43262
161547,16559
59964,29918
144061,30044
72249,19383
43695,26239
160152,59613
29250,38283
30320,57344
177680,38852
136086,59506
120701,39870
167265,31678
90311,66304
49290,16572
111494,28406
113393,39908
138686,38491
74431,22958
170330,39164
37362,27004
117853,20637
24921,30163
179984,13075
156301,88236
35198,74977
140717,40960
196683,68278
81190,103832
38460,50732
67547,50725
14231,24417
44515,61229
19222,33282
154032,23938
68727,26888
4978,42362
81371,93828
30401,19390
28921,18652
128266,43702
5213,38793
64398,48825
183055,30620
19182,77260
16015,80396
96832,34119
111331,57997
143590,30497
168073,26840
38286,45186
30445,44550
45052,77714
197052,32790
37952,21806
111813,17396
167987,26871
62002,25767
38337,15500
64234,23469
130644,42759
2791,38584
23081,42882
183555,28749
144746,63127
58459,78554
27929,37198
119824,57900
50908,40448
144011,11836
195213,49701
197132,23863
127841,52941
124571,32627
179565,47707
198867,43307
163951,95896
196550,3850
9501,27066
58122,39003
143558,40802
37173,18836
3035,57823
3464,49111
154788,12286
140388,70614
96080,25436
111390,47512
160861,43744
100653,42702
81214,53296
67899,53061
37645,46578
25436,29261
61338,14360
189864,10199
187341,25216
63017,48421
104441,50728
117819,119175
110620,42615
3215,39330
191769,19034
64082,29367
1382,62695
45619,19043
48890,47473
27191,46976
106300,40775
176508,9562
80370,67542
23191,52516
68969,50916
123370,19803
110235,25493
94972,22218
29865,36958
145006,10061
163705,53723
93564,27684
109539,53822
51362,61739
39723,40320
27897,40305
98584,21538
1944,39449
78298,63577
104999,43493
68715,74665
101884,75300
195591,16608
65438,11221
180401,10821
10107,32023
76802,43671
151964,23333
137341,32366
60283,51783
48982,84839
55881,27115
183770,29453
37146,60631
93944,31473
131792,12855
75607,111723
195940,37386
58671,19090
70009,41572
202233,61774
80879,17161
86306,6079
118953,37368
23312,28793
19824,6091
131451,49495
35254,61510
111670,35560
162484,36396
66246,83885
160067,8645
6939,23810
93153,40206
113979,18749
136189,45054
65100,14804
187660,32895
65017,42829
45904,13541
87823,45007
176300,15029
41294,18114
68953,48783
42726,29750
9157,61158
82388,17196
196002,26569
180363,99242
181350,47549
82903,67703
152703,24814
70064,65795
7046,41025
106712,37254
1294,34939
43884,16086
12417,26519
132617,35260
7104,24081
94568,35523
189931,65274
28998,40791
84726,54870
179,21016
200737,43807
171813,24129
194473,42226
23317,55448
47442,49573
146174,129021
115627,55724
117883,11703
2782,63097
29027,70803
176489,10632
64576,60640
115908,47944
64520,51577
81380,26875
62944,28000
33604,62481
161893,19232
110813,72424
31164,39033
123548,31146
160205,31553
7640,28705
40345,25239
109220,28822
40551,55613
84837,25706
191185,85089
186533,25626
200450,30127
33388,29853
5559,51867
196328,31280
99365,42698
177272,50378
22334,67300
95379,14086
36010,61517
187965,41615
39740,30067
18144,66412
64547,19035
82084,37048
149021,9083
91101,65045
39246,67900
157057,6602
187501,25766
39739,59552
177741,31109
101391,48863
123639,69640
95063,17974
177711,24389
164770,44015
62398,45204
194599,65423
68054,57072
6924,41703
189956,25616
40670,75369
73628,45068
110730,31149
181261,78104
27647,75987
3165,52401
21448,52693
192022,22278
73865,33876
67336,16700
153836,23571
18973,75000
22514,47538
179389,23506
166608,77077
31167,24824
140560,42526
10528,29095
165329,47083
49431,58487
195757,32189
67328,97811
185713,40620
170822,33584
54510,15196
17169,16784
6438,74331
96540,35933
15994,52703
183207,39810
84678,19937
198806,28440
173227,16732
135510,10758
93039,98871
182008,52778
148948,56448
15357,16855
196519,54876
177743,41092
105057,37065
154476,56135
160607,95538
200007,54391
98333,23247
120037,33400
199189,13920
138755,78034
162057,60591
4621,25737
93531,19545
86583,37694
148594,37613
158784,32308
15968,20675
142744,37153
181322,24303
85030,89647
4667,78701
62721,40477
145228,57454
25491,32691
46764,37510
110928,33325
96751,34003
65496,19770
107103,21182
27977,61006
60693,25130
152590,25119
114556,32824
32017,70019
122446,19008
91718,48935
168186,13045
96803,64474
148799,13626
92086,39841
62530,20089
49785,14427
197405,38252
104219,20984
66734,40362
60971,28016
58022,40386
191186,25399
41585,45878
94811,31417
134517,97151
55798,17973
155244,76270
163506,12690
171885,41037
8744,56555
191498,19904
196814,21588
32903,12311
151682,29100
123930,23392
175776,73800
31437,30966
137246,42186
131852,24753
25775,25497
173149,64164
96281,65879
73374,23963
49675,84542
24968,16188
56584,59914
44408,34135
51687,97824
92029,27256
15767,40103
137650,37194
37596,24619
186053,41834
132856,47823
104213,38122
101105,53265
170990,25109
71242,42798
199808,20517
33263,80345
17638,60181
105979,30754
41679,35699
152843,23178
94178,41466
41910,42992
56985,47607
39374,36187
49473,31664
105140,44689
129649,30381
14970,6983
188997,36346
97672,36062
71052,43095
54468,73731
198879,31032
140081,43460
169102,35210
75111,38212
94665,45870
34037,19347
178397,65532
24640,48238
14294,52178
157802,42696
40929,21023
194110,43789
85697,11730
154913,14387
63777,37659
2070,54975
139192,42121
24675,36247
97033,49753
880,13803
83006,52551
166681,20329
75010,62712
195181,31491
2932,62093
39104,65286
44779,52551
167975,27307
45266,27905
139727,58663
111123,40571
25917,54967
59597,7826
17038,32820
89918,65992
80026,52738
59426,71690
126335,51670
43194,46226
66666,39903
67233,14271
76330,16596
174151,7571
124004,65523
45514,40645
104712,23588
119860,69270
77605,19255
63596,35656
70109,27834
1861,11855
62314,46263
137718,24047
60409,22902
87806,67551
159717,14426
138576,35390
170521,26260
114716,23500
16667,58545
81996,60481
193596,8846
171768,69858
198949,41110
74023,30211
146199,26921
65260,19662
159724,32612
94259,83919
81537,42388
141992,29120
175237,30117
136303,59859
72393,21912
130910,30865
50676,49587
189526,77419
67,19142
120558,53530
145328,43868
116992,53022
111047,31279
23889,23815
199178,19287
140921,38987
122502,35331
171090,38937
166204,32037
185631,68768
12202,81977
87831,83187
59831,25665
152411,47885
74782,55830
156866,53722
139180,31573
64543,31809
71503,33063
183150,58501
138163,26511
2909,40750
50637,29966
185217,36480
160227,15914
40568,55152
77321,33555
105327,71139
139702,28156
105637,21190
64308,17233
72471,23242
76285,17929
102190,14589
70849,48772
1043,61728
130131,77356
36377,61983
27307,4720
131575,37094
129956,28996
179302,35870
134983,57149
3283,25077
17865,41086
58207,16273
88743,26721
26090,31293
8305,27987
3104,27963
191681,29248
132504,129225
196655,17806
187153,37195
84110,23911
109461,10706
98874,47579
185729,29101
148690,63714
191758,25218
110309,46950
169259,31335
38732,22171
201650,49400
183347,12955
94505,20788
54417,17722
70992,67956
100431,75406
82311,38089
88562,16079
35682,78244
126664,30825
106042,14966
78746,22004
194976,36594
1042,49554
155486,62466
87108,32228
168775,34395
80516,59510
48504,25778
202247,18981
176004,56745
167810,28719
51974,23057
77891,43353
70013,49032
63300,59405
81460,42810
99940,43357
77531,28596
111013,19709
70949,56454
47713,26903
160915,25722
116819,56005
40164,44261
179275,27779
27526,84868
126847,72845
186112,55161
96644,50815
68226,41318
36903,44389
10398,136726
22507,56858
96340,71629
95675,25256
116832,8028
198564,48425
22189,12679
181523,39958
150566,45703
3136,92349
156595,26833
25217,30536
161068,38512
119811,61672
35497,34620
109569,21847
126503,55163
96809,32962
93409,37274
101706,53656
79216,27630
68758,67266
188557,53923
105545,32626
189814,52362
147767,50490
143786,19850
57743,51294
49327,59645
151036,21009
130427,12816
31938,34160
177415,17441
166920,89042
12715,10557
136985,18255
164836,32375
130338,36616
39786,26141
30127,37752
5611,25690
68523,59029
191726,57609
36175,68609
146408,35952
154393,17896
140371,40260
66068,22479
102821,33588
108376,48323
155842,48119
190264,44806
66633,43862
35441,42191
104990,47707
123333,62080
131949,44462
176520,71767
108028,44681
71743,16787
7200,39854
123633,26749
172550,46247
94064,24553
19457,56447
104017,51771
165543,16483
155165,33909
171879,30781
146272,17480
65227,9776
47988,66866
62101,37062
197805,14849
40359,45480
92359,18587
50131,22244
60653,63964
71656,29481
93388,13900
165253,24094
135521,44824
97983,43695
178841,46267
156691,25017
187611,16556
98462,21841
20421,34676
58634,16686
56705,16975
197934,45044
117132,18446
185736,48306
131298,28761
49337,15739
37688,22430
3824,99737
34823,94469
14072,63964
200069,25807
160193,34314
149316,63688
52246,44582
174201,90026
95868,59886
96731,17730
90439,16219
146515,39262
191965,26931
186742,43553
67009,66196
167561,91293
27194,42425
13532,28889
120365,57533
25940,35344
196098,49003
191308,27126
19426,50458
66101,12034
91238,50309
56991,26105
124548,22302
58668,34438
169652,33805
