stop_id,officer_id,stop_date,driver_age,driver_sex,ticket
129531,A,2017-07-12,49.0,f,True
166390,E,2017-03-16,33.0,m,False
117905,B,2017-04-26,40.0,m,True
23031,B,2017-06-23,18.0,f,False
43335,C,2017-08-16,24.0,m,True
87813,C,2017-03-24,50.0,f,False
19739,E,2017-03-15,66.0,f,True
177356,A,2017-07-05,28.0,m,True
142028,B,2017-03-28,21.0,m,True
120054,C,2017-04-07,32.0,m,False
64946,B,2017-08-23,18.0,m,False
117883,C,2017-07-11,52.0,f,True
146050,D,2017-07-13,31.0,m,True
2488,C,2017-08-07,16.0,m,True
49491,E,2017-04-09,45.0,f,False
139466,D,2017-06-21,16.0,m,True
179137,E,2017-03-23,63.0,m,True
36207,E,2017-06-07,16.0,f,False
172126,B,2017-03-20,32.0,f,False
199171,A,2017-05-13,72.0,f,True
37025,E,2017-05-18,34.0,m,True
178086,B,2017-05-24,41.0,m,False
1797,B,2017-08-04,16.0,f,True
53742,D,2017-07-15,60.0,f,True
157792,A,2017-06-21,27.0,f,True
134599,D,2017-06-29,16.0,f,True
50503,B,2017-03-12,16.0,m,True
1062,E,2017-08-17,27.0,f,True
42298,D,2017-03-06,16.0,f,True
74402,B,2017-04-26,34.0,f,True
189820,A,2017-06-29,35.0,f,True
184884,D,2017-07-19,38.0,f,False
103358,A,2017-06-15,16.0,f,True
96882,B,2017-03-24,26.0,m,True
173534,B,2017-07-07,56.0,f,False
102808,C,2017-05-23,16.0,f,True
41891,E,2017-03-15,34.0,m,True
54558,A,2017-07-04,42.0,f,True
106062,D,2017-03-15,25.0,m,True
12357,B,2017-06-04,41.0,m,True
159223,B,2017-07-18,40.0,f,False
116220,D,2017-04-11,64.0,m,False
11343,B,2017-04-20,16.0,m,True
169279,A,2017-05-17,16.0,m,True
93086,D,2017-03-04,16.0,m,True
161906,A,2017-08-17,16.0,m,False
145898,D,2017-05-09,41.0,f,False
83739,C,2017-04-10,51.0,m,False
160543,A,2017-08-27,19.0,f,False
105491,D,2017-05-27,16.0,m,True
130442,D,2017-06-14,40.0,m,True
83161,A,2017-04-20,50.0,f,True
104599,E,2017-03-12,16.0,m,False
12806,C,2017-04-06,61.0,f,False
75888,B,2017-08-17,20.0,m,False
200243,A,2017-07-09,16.0,f,True
147235,B,2017-04-15,50.0,m,False
96343,E,2017-04-29,46.0,f,False
181266,C,2017-07-26,56.0,f,True
51671,D,2017-05-25,16.0,m,True
140592,C,2017-06-04,16.0,f,False
117584,B,2017-05-14,31.0,m,False
134188,C,2017-05-11,16.0,m,True
68344,B,2017-03-26,16.0,m,True
140741,E,2017-03-27,21.0,m,True
196838,C,2017-03-17,16.0,m,True
93252,B,2017-04-07,16.0,m,True
22637,D,2017-04-01,56.0,f,False
191704,A,2017-04-24,43.0,f,True
13038,C,2017-06-06,16.0,m,True
26219,D,2017-06-11,38.0,f,True
182583,D,2017-06-25,16.0,m,False
110232,A,2017-08-14,16.0,m,True
57885,C,2017-07-28,69.0,f,False
136859,B,2017-03-16,48.0,m,True
142462,C,2017-06-01,59.0,f,True
158118,C,2017-03-05,16.0,f,False
50393,D,2017-04-12,35.0,m,False
186476,A,2017-03-11,21.0,m,True
180733,B,2017-06-12,48.0,f,False
138757,A,2017-07-26,16.0,m,False
195453,A,2017-04-20,16.0,m,True
24005,A,2017-06-28,25.0,f,False
104643,E,2017-04-19,24.0,m,False
74177,A,2017-07-05,45.0,m,True
1944,D,2017-06-09,67.0,f,True
140200,E,2017-04-06,48.0,m,True
126841,A,2017-06-21,17.0,m,False
177070,C,2017-05-10,16.0,f,False
98435,B,2017-07-02,31.0,f,True
67066,B,2017-06-20,16.0,f,True
112324,B,2017-05-05,33.0,f,True
182345,C,2017-06-29,42.0,m,False
25036,C,2017-05-24,45.0,f,True
141301,B,2017-05-07,16.0,m,True
156835,C,2017-06-05,69.0,f,True
87789,C,2017-05-08,53.0,f,True
178293,D,2017-05-27,44.0,m,True
132347,B,2017-05-28,19.0,m,True
95063,D,2017-06-23,32.0,f,True
178155,D,2017-05-14,28.0,m,True
80832,B,2017-05-22,21.0,m,False
196796,B,2017-07-25,16.0,f,True
168085,A,2017-04-27,85.0,f,True
43967,E,2017-05-23,16.0,m,True
175095,D,2017-07-14,22.0,f,True
93817,C,2017-03-20,45.0,m,True
53212,D,2017-03-15,16.0,f,True
174626,D,2017-08-08,43.0,f,True
119553,D,2017-08-27,31.0,m,True
142703,E,2017-04-03,17.0,f,True
128967,D,2017-04-13,26.0,m,True
113226,D,2017-08-14,16.0,m,True
198913,C,2017-08-14,16.0,f,True
147978,B,2017-07-09,62.0,f,True
19639,B,2017-06-27,40.0,f,True
68973,A,2017-05-27,41.0,m,True
28720,A,2017-06-15,59.0,m,True
141623,A,2017-05-08,16.0,m,True
196618,E,2017-06-01,36.0,m,True
7622,A,2017-05-28,16.0,m,True
129356,E,2017-04-08,51.0,f,False
46640,E,2017-08-29,35.0,f,True
96581,C,2017-04-23,67.0,f,True
95245,A,2017-08-16,49.0,f,False
23474,B,2017-04-25,41.0,m,True
119268,D,2017-06-04,76.0,m,False
74729,D,2017-05-06,19.0,m,True
55023,B,2017-07-22,42.0,m,False
57283,E,2017-08-12,32.0,f,True
103716,B,2017-08-29,54.0,f,False
123179,C,2017-08-25,39.0,m,False
169519,B,2017-07-18,29.0,f,True
193696,A,2017-03-27,16.0,m,True
66526,C,2017-07-28,45.0,m,True
175689,A,2017-05-09,45.0,f,False
116081,D,2017-04-11,32.0,f,False
188335,D,2017-07-07,28.0,m,True
10493,E,2017-03-15,16.0,m,True
170723,D,2017-04-28,16.0,m,True
79256,A,2017-03-08,31.0,m,True
146871,A,2017-06-02,53.0,m,False
177249,C,2017-05-10,16.0,f,False
78147,A,2017-07-12,21.0,m,True
186590,C,2017-03-07,18.0,m,True
74133,A,2017-04-21,32.0,f,False
165822,B,2017-05-23,19.0,m,False
145075,E,2017-07-16,24.0,m,True
7395,E,2017-07-28,39.0,m,True
4739,B,2017-08-13,16.0,m,True
18608,B,2017-08-06,49.0,f,True
200450,E,2017-05-09,35.0,f,True
88572,C,2017-04-27,39.0,m,True
178819,D,2017-05-19,22.0,m,True
99081,E,2017-05-28,51.0,m,False
63314,C,2017-04-05,68.0,f,True
51578,A,2017-05-17,16.0,m,True
14124,D,2017-08-17,77.0,f,True
194693,A,2017-04-22,16.0,f,True
84722,A,2017-04-16,21.0,m,True
56600,B,2017-04-27,18.0,f,True
155430,D,2017-08-01,22.0,m,False
87590,E,2017-04-08,33.0,m,False
69480,D,2017-06-15,55.0,m,False
125863,A,2017-04-10,27.0,f,True
98705,D,2017-06-24,27.0,m,False
129074,C,2017-06-18,39.0,f,True
114970,B,2017-04-09,16.0,f,True
71879,C,2017-08-17,33.0,f,False
120381,E,2017-06-14,16.0,f,True
70151,C,2017-08-27,16.0,f,True
92885,E,2017-04-11,35.0,m,True
122279,D,2017-08-24,16.0,f,True
10943,E,2017-04-04,30.0,f,False
169122,C,2017-08-29,16.0,f,True
163264,A,2017-03-09,34.0,m,True
151764,B,2017-06-12,38.0,f,False
148592,E,2017-04-16,21.0,f,False
28504,E,2017-08-25,16.0,f,False
2176,E,2017-08-29,34.0,f,True
122850,A,2017-04-11,48.0,m,True
172208,B,2017-04-29,73.0,f,True
153036,C,2017-08-24,28.0,f,False
195698,E,2017-05-05,47.0,m,False
88106,D,2017-06-16,24.0,f,True
75991,A,2017-08-01,29.0,f,False
169749,E,2017-06-09,16.0,m,True
173846,C,2017-08-12,16.0,f,True
44280,D,2017-04-03,53.0,m,False
156628,D,2017-05-06,78.0,f,False
65360,E,2017-08-03,34.0,m,True
148324,E,2017-05-19,24.0,f,True
62641,E,2017-05-01,45.0,f,False
55916,B,2017-07-20,36.0,m,False
157723,B,2017-07-19,45.0,m,False
94442,C,2017-06-02,30.0,f,True
114356,A,2017-06-22,46.0,f,False
167831,C,2017-05-17,16.0,m,True
170773,E,2017-07-11,16.0,m,True
94495,C,2017-05-18,33.0,f,True
165775,A,2017-08-22,23.0,f,False
4970,A,2017-07-03,45.0,f,False
81410,A,2017-06-21,21.0,m,True
185710,D,2017-05-03,16.0,f,False
95675,E,2017-03-04,36.0,f,True
98476,B,2017-05-27,16.0,f,True
191568,D,2017-08-28,25.0,f,True
11695,B,2017-05-24,54.0,m,False
65496,E,2017-03-11,16.0,f,True
34778,A,2017-08-18,59.0,m,False
19528,A,2017-04-27,38.0,f,False
46684,C,2017-05-19,23.0,f,True
86402,A,2017-07-14,26.0,m,True
167415,D,2017-05-17,28.0,f,False
69127,C,2017-08-18,19.0,f,True
95511,C,2017-03-14,75.0,m,True
153770,A,2017-08-01,49.0,m,False
136549,B,2017-06-08,40.0,f,False
99313,E,2017-03-16,16.0,f,True
16940,C,2017-03-08,17.0,m,True
190999,B,2017-06-14,16.0,m,False
148194,A,2017-06-14,56.0,m,False
12413,B,2017-06-10,30.0,f,True
84097,E,2017-05-17,16.0,m,True
130553,A,2017-06-05,59.0,f,True
100307,A,2017-08-15,16.0,m,True
153350,A,2017-06-01,29.0,m,True
109033,A,2017-04-28,25.0,m,True
84148,C,2017-08-24,17.0,f,True
128995,C,2017-05-02,74.0,m,True
41588,D,2017-07-15,16.0,f,True
186100,A,2017-08-12,25.0,f,False
167562,C,2017-04-08,48.0,m,True
70160,A,2017-08-21,49.0,m,True
12490,D,2017-03-23,31.0,m,True
106493,B,2017-07-22,43.0,m,True
80401,B,2017-07-13,16.0,m,True
164772,E,2017-05-08,67.0,f,False
118572,E,2017-06-10,16.0,f,True
145113,A,2017-03-22,37.0,m,False
190960,B,2017-03-03,44.0,f,False
52433,B,2017-06-01,30.0,f,True
198678,A,2017-03-14,36.0,f,True
42781,D,2017-07-24,16.0,f,True
85523,D,2017-05-18,16.0,m,False
151222,E,2017-04-18,24.0,f,True
62330,C,2017-05-20,34.0,m,True
78418,E,2017-08-25,19.0,m,False
171985,D,2017-05-01,16.0,f,True
24564,A,2017-03-14,18.0,m,True
163948,A,2017-04-21,16.0,m,True
175000,A,2017-06-07,16.0,m,True
195763,D,2017-03-04,23.0,f,False
110931,B,2017-04-14,46.0,f,True
37933,C,2017-05-20,33.0,f,True
193427,C,2017-05-25,50.0,f,False
123227,A,2017-08-07,16.0,f,False
73064,A,2017-06-20,35.0,m,True
178014,B,2017-08-01,35.0,f,True
122577,B,2017-08-15,70.0,m,False
43657,C,2017-03-13,23.0,m,False
82616,C,2017-07-11,33.0,f,True
107172,E,2017-08-24,16.0,f,True
175615,C,2017-05-20,16.0,m,True
9872,D,2017-03-05,29.0,m,True
106956,C,2017-04-05,16.0,f,False
106946,E,2017-03-28,44.0,f,True
191246,A,2017-07-06,43.0,m,True
54727,B,2017-08-15,23.0,m,False
27225,B,2017-03-07,23.0,f,True
167055,B,2017-07-14,54.0,f,True
182686,D,2017-08-11,16.0,f,True
196867,B,2017-03-17,17.0,m,False
73251,E,2017-05-11,16.0,m,True
43931,E,2017-06-13,16.0,f,True
142959,E,2017-04-22,33.0,f,False
1907,C,2017-05-11,16.0,f,True
123875,E,2017-04-06,65.0,m,True
186688,C,2017-08-23,16.0,m,True
181344,B,2017-08-04,45.0,m,True
99207,D,2017-06-11,44.0,m,True
2064,A,2017-03-05,36.0,f,True
141133,B,2017-05-29,37.0,f,True
97068,C,2017-04-15,35.0,f,False
159369,B,2017-05-09,36.0,m,False
37685,C,2017-05-12,60.0,f,False
21002,E,2017-03-14,55.0,f,False
71826,A,2017-04-09,49.0,f,False
80983,D,2017-03-06,16.0,f,True
99295,D,2017-04-21,38.0,m,True
124156,D,2017-03-04,16.0,f,True
185414,B,2017-08-07,40.0,f,False
15125,B,2017-03-13,47.0,m,True
38370,E,2017-07-06,52.0,m,True
61757,D,2017-07-23,16.0,m,True
7502,B,2017-08-19,42.0,f,True
188308,A,2017-06-03,30.0,f,True
184186,E,2017-03-04,22.0,m,True
101927,D,2017-05-19,21.0,f,True
150531,B,2017-05-28,31.0,f,True
55315,C,2017-05-12,24.0,f,True
160598,D,2017-08-17,53.0,f,True
56399,C,2017-05-24,16.0,f,True
91698,B,2017-04-23,39.0,f,True
67767,E,2017-04-08,28.0,f,True
17842,E,2017-08-23,17.0,f,True
45910,D,2017-05-11,16.0,m,True
39786,B,2017-04-03,25.0,f,True
190035,D,2017-04-02,24.0,f,True
57282,D,2017-08-06,79.0,f,False
164972,E,2017-07-02,35.0,m,True
169722,D,2017-04-07,41.0,m,False
50486,B,2017-03-08,67.0,f,False
113679,A,2017-06-03,29.0,f,True
109276,A,2017-08-09,36.0,f,True
7848,A,2017-07-15,54.0,f,False
147792,C,2017-06-15,30.0,f,False
169111,E,2017-03-04,45.0,f,True
153361,A,2017-08-26,46.0,m,True
52595,E,2017-03-01,37.0,f,True
2607,B,2017-04-06,19.0,m,True
34606,E,2017-03-15,29.0,m,True
110902,C,2017-04-07,16.0,m,True
114891,E,2017-03-03,16.0,f,True
184877,E,2017-08-04,16.0,m,True
67518,D,2017-08-29,21.0,f,True
138991,B,2017-08-19,38.0,f,False
148286,E,2017-03-03,39.0,m,True
58630,D,2017-07-25,16.0,f,True
181365,B,2017-04-15,30.0,m,False
70297,C,2017-08-21,16.0,m,True
35904,A,2017-06-28,51.0,f,False
75589,A,2017-03-02,52.0,f,True
179203,C,2017-05-23,65.0,f,True
173401,B,2017-05-02,20.0,m,True
87480,E,2017-04-21,34.0,m,True
98881,D,2017-05-22,28.0,f,True
151027,E,2017-08-08,35.0,f,True
197337,B,2017-08-03,16.0,f,True
73062,D,2017-06-16,67.0,f,False
4730,D,2017-06-20,35.0,f,True
155449,D,2017-05-06,16.0,f,True
140995,C,2017-07-27,16.0,f,True
144907,A,2017-06-03,16.0,m,True
15038,B,2017-03-21,39.0,m,False
180972,B,2017-07-13,34.0,m,True
96574,D,2017-03-27,16.0,m,True
49042,C,2017-06-07,20.0,f,True
28707,A,2017-06-25,43.0,m,True
39952,D,2017-07-03,49.0,f,True
178547,B,2017-04-29,52.0,f,False
163280,C,2017-07-23,41.0,f,True
101067,E,2017-06-21,72.0,f,False
106285,E,2017-06-24,16.0,f,True
182249,C,2017-04-11,34.0,f,False
115598,D,2017-03-14,16.0,m,True
14096,C,2017-04-07,20.0,f,False
53970,D,2017-03-24,41.0,f,False
104639,E,2017-08-16,46.0,m,True
46141,D,2017-03-01,16.0,m,True
143351,C,2017-03-27,17.0,f,False
3228,D,2017-05-10,20.0,m,True
126786,B,2017-08-02,73.0,f,False
184926,B,2017-03-04,50.0,m,False
120009,C,2017-05-23,36.0,m,False
19871,B,2017-05-29,27.0,m,False
98396,B,2017-03-04,41.0,m,True
82907,D,2017-04-11,25.0,m,True
119652,B,2017-05-09,57.0,m,False
98193,A,2017-07-23,37.0,m,True
126360,E,2017-05-06,49.0,f,True
149217,C,2017-04-26,52.0,m,True
127123,C,2017-08-15,37.0,m,False
88434,C,2017-03-11,35.0,m,True
12517,E,2017-07-10,57.0,m,False
140479,D,2017-07-21,24.0,f,False
65408,B,2017-08-11,38.0,m,True
144606,D,2017-06-12,27.0,m,True
140452,D,2017-04-05,34.0,f,True
77828,D,2017-07-05,76.0,f,False
4380,B,2017-07-01,32.0,f,True
5881,A,2017-07-25,16.0,m,True
190671,A,2017-05-19,27.0,f,False
41465,E,2017-03-14,54.0,m,True
127681,B,2017-04-02,48.0,m,False
181142,B,2017-03-19,44.0,f,True
45660,E,2017-05-04,70.0,f,False
83623,D,2017-06-04,16.0,f,True
179504,C,2017-07-09,17.0,m,True
40476,B,2017-08-22,22.0,m,False
26449,E,2017-06-09,67.0,f,False
24123,C,2017-05-14,22.0,m,True
193087,D,2017-04-03,49.0,f,False
110479,C,2017-06-25,46.0,f,False
106744,B,2017-04-10,50.0,m,False
34391,C,2017-05-19,29.0,f,False
106710,D,2017-04-05,20.0,m,False
141341,C,2017-08-01,77.0,m,True
154772,B,2017-08-01,56.0,m,True
65406,D,2017-06-20,41.0,f,False
146170,B,2017-07-23,59.0,f,False
47513,B,2017-06-09,16.0,f,False
109864,C,2017-04-29,32.0,m,False
37756,C,2017-05-26,38.0,f,True
177591,B,2017-04-04,16.0,f,True
125088,C,2017-04-11,45.0,m,True
154295,E,2017-04-22,70.0,f,True
15499,B,2017-03-26,46.0,f,True
10592,D,2017-03-03,57.0,f,False
120791,D,2017-07-14,16.0,m,True
120345,A,2017-06-04,24.0,f,True
94734,D,2017-07-06,35.0,f,True
25989,D,2017-03-27,18.0,m,True
22302,A,2017-03-09,17.0,f,True
94854,B,2017-06-25,35.0,f,True
194772,E,2017-05-23,16.0,f,True
163428,C,2017-06-11,44.0,f,False
185738,A,2017-05-15,27.0,f,True
192461,D,2017-03-08,34.0,f,True
21296,C,2017-07-24,32.0,f,False
152835,E,2017-07-01,37.0,f,True
115429,C,2017-06-04,42.0,f,True
94999,B,2017-03-05,36.0,m,True
121375,D,2017-06-23,48.0,m,True
193583,C,2017-03-16,83.0,f,False
66329,C,2017-07-14,16.0,m,True
83352,A,2017-03-17,16.0,f,True
147119,A,2017-08-17,35.0,m,False
52350,E,2017-04-19,25.0,m,True
2938,C,2017-08-26,33.0,m,True
96339,B,2017-04-11,22.0,m,True
193191,C,2017-08-25,78.0,m,True
85094,B,2017-07-04,52.0,m,False
59487,B,2017-04-04,45.0,f,True
104553,B,2017-07-26,16.0,f,True
127755,B,2017-06-02,40.0,f,False
35475,E,2017-06-09,20.0,f,False
82568,C,2017-03-26,31.0,m,True
195298,C,2017-06-15,26.0,m,True
180456,E,2017-07-27,44.0,m,True
10753,D,2017-03-24,29.0,m,True
52155,B,2017-07-19,16.0,m,True
6716,C,2017-07-17,57.0,m,False
30124,A,2017-07-28,17.0,f,True
84322,E,2017-03-06,30.0,f,False
124378,E,2017-06-23,29.0,f,False
156905,E,2017-06-25,56.0,f,True
176010,A,2017-07-09,45.0,m,False
101508,B,2017-06-03,65.0,m,False
651,B,2017-03-26,33.0,f,True
140817,E,2017-08-24,45.0,m,False
36589,C,2017-08-03,25.0,f,False
164974,E,2017-05-14,36.0,m,True
134444,D,2017-07-23,57.0,m,False
89407,B,2017-04-23,38.0,f,True
107081,B,2017-07-27,62.0,m,True
36166,C,2017-06-04,16.0,m,True
38945,B,2017-05-27,34.0,m,True
189524,A,2017-08-08,58.0,m,False
33576,B,2017-03-25,50.0,m,True
201683,B,2017-07-07,33.0,f,False
176681,D,2017-05-07,35.0,m,True
153623,D,2017-08-28,16.0,f,False
78058,E,2017-03-02,33.0,m,True
54633,E,2017-04-18,16.0,f,True
2142,D,2017-05-06,16.0,m,False
10928,D,2017-08-09,35.0,f,False
118938,D,2017-05-18,38.0,m,False
113122,D,2017-08-18,24.0,f,False
177172,B,2017-04-04,66.0,m,False
150903,B,2017-04-29,16.0,m,True
43750,A,2017-07-29,16.0,f,True
153869,C,2017-06-27,67.0,m,False
127190,C,2017-08-21,17.0,m,False
27406,D,2017-06-14,56.0,m,False
1817,B,2017-07-10,63.0,m,True
35739,C,2017-06-18,22.0,f,False
89353,C,2017-08-20,22.0,m,False
182629,E,2017-04-22,49.0,m,True
93144,E,2017-04-24,16.0,m,True
192333,B,2017-06-19,37.0,f,True
155825,E,2017-08-20,45.0,m,True
182533,C,2017-04-24,43.0,m,True
83090,B,2017-04-29,24.0,f,True
133763,A,2017-06-14,43.0,f,True
164551,D,2017-03-19,32.0,m,True
185456,C,2017-03-04,56.0,m,True
107235,D,2017-05-21,38.0,m,True
34365,C,2017-03-29,28.0,f,False
20266,D,2017-06-08,35.0,f,False
143709,E,2017-07-25,34.0,m,False
40399,E,2017-05-01,24.0,f,True
73090,A,2017-07-04,16.0,f,True
160104,A,2017-07-06,23.0,f,True
116228,B,2017-04-13,16.0,f,True
52106,C,2017-07-29,46.0,f,True
48178,E,2017-06-17,29.0,m,True
43837,C,2017-04-03,44.0,m,True
198139,A,2017-07-15,16.0,f,True
173018,E,2017-06-04,28.0,m,False
46067,B,2017-04-08,30.0,m,False
75240,C,2017-08-03,22.0,f,True
38723,C,2017-06-09,39.0,m,True
29799,C,2017-06-19,16.0,m,True
79378,C,2017-03-11,49.0,m,True
181676,A,2017-08-21,37.0,m,True
14757,C,2017-06-04,45.0,f,False
60740,C,2017-07-24,46.0,f,True
110477,D,2017-04-15,31.0,f,False
70273,A,2017-03-21,50.0,m,True
13518,C,2017-08-12,16.0,m,True
54321,E,2017-08-19,51.0,m,True
108487,C,2017-06-28,16.0,f,True
120681,B,2017-08-12,67.0,m,False
115927,E,2017-04-12,48.0,m,True
48109,B,2017-07-12,50.0,f,True
195873,A,2017-06-21,32.0,f,False
112006,C,2017-08-11,32.0,f,False
105237,D,2017-06-02,55.0,m,False
25722,E,2017-08-14,49.0,f,True
45478,A,2017-08-10,19.0,m,False
115890,E,2017-06-29,28.0,m,True
28108,A,2017-04-12,50.0,f,False
71428,D,2017-05-23,40.0,f,True
140595,D,2017-06-12,25.0,m,True
176630,B,2017-04-28,32.0,m,True
21578,D,2017-08-14,38.0,m,True
183508,A,2017-04-14,29.0,f,False
153831,D,2017-07-13,38.0,m,True
112520,E,2017-06-21,51.0,f,True
66121,E,2017-07-04,38.0,f,False
8024,A,2017-08-05,16.0,f,True
127631,B,2017-07-22,50.0,m,True
63635,D,2017-05-12,30.0,f,True
197468,E,2017-05-12,69.0,m,True
79945,E,2017-05-19,41.0,m,True
56922,A,2017-05-03,35.0,f,False
88044,D,2017-03-11,20.0,f,False
110244,B,2017-05-12,20.0,f,True
152670,E,2017-07-07,39.0,f,True
40659,C,2017-07-25,35.0,m,False
61312,A,2017-06-23,60.0,m,False
88846,B,2017-06-14,31.0,m,True
201738,B,2017-06-17,32.0,f,False
108281,C,2017-07-25,18.0,m,True
98841,D,2017-08-27,27.0,f,True
109841,D,2017-05-03,27.0,f,False
72070,B,2017-05-06,19.0,f,True
101888,C,2017-07-18,52.0,m,False
181385,B,2017-08-12,63.0,f,False
103900,B,2017-08-18,36.0,m,True
164673,B,2017-05-18,16.0,m,True
45864,A,2017-04-25,39.0,f,False
154271,D,2017-03-01,16.0,m,True
16445,D,2017-03-11,56.0,m,False
94181,C,2017-08-13,37.0,m,False
142853,D,2017-08-27,24.0,f,False
150767,B,2017-06-06,18.0,f,True
135401,B,2017-03-21,44.0,m,True
76523,B,2017-07-12,16.0,m,True
64791,A,2017-08-28,40.0,f,True
126237,B,2017-05-15,16.0,m,False
108470,D,2017-04-03,16.0,m,True
151591,B,2017-08-02,40.0,m,True
77807,E,2017-07-09,18.0,f,False
444,E,2017-03-04,47.0,f,False
55970,E,2017-04-14,31.0,m,False
190310,B,2017-06-12,35.0,f,False
16005,D,2017-06-28,16.0,f,True
126213,C,2017-04-08,49.0,m,True
136918,B,2017-04-05,16.0,m,False
69671,A,2017-05-21,16.0,f,False
125992,E,2017-08-16,35.0,m,True
175970,E,2017-08-28,74.0,f,True
140504,B,2017-07-05,16.0,f,True
167671,C,2017-07-27,19.0,m,False
99541,A,2017-04-13,58.0,m,False
19457,B,2017-03-17,45.0,m,True
151810,D,2017-05-05,30.0,f,True
110787,B,2017-08-08,16.0,f,True
187994,D,2017-08-03,22.0,f,False
156069,C,2017-03-23,33.0,f,False
29326,A,2017-06-12,40.0,f,False
61961,B,2017-06-23,16.0,m,True
352,B,2017-06-02,16.0,m,True
73010,C,2017-07-22,50.0,f,True
67954,E,2017-05-25,27.0,f,True
140740,A,2017-05-25,16.0,m,True
49294,D,2017-07-23,18.0,f,True
171535,A,2017-06-18,16.0,m,True
166186,E,2017-08-03,31.0,f,True
62264,B,2017-06-20,65.0,f,False
13670,B,2017-06-25,25.0,m,True
173176,E,2017-05-26,44.0,f,True
73150,A,2017-07-05,60.0,f,False
14962,D,2017-07-22,25.0,f,False
116285,D,2017-07-19,17.0,m,True
139503,B,2017-08-29,16.0,f,False
194042,E,2017-03-11,26.0,f,True
120023,B,2017-05-24,16.0,f,True
104427,B,2017-07-21,69.0,m,False
104507,E,2017-03-06,38.0,m,True
184742,A,2017-03-04,38.0,f,False
1706,B,2017-03-23,67.0,f,False
58202,A,2017-05-26,24.0,m,True
19776,E,2017-08-03,26.0,m,False
40378,C,2017-04-23,36.0,f,True
50603,D,2017-08-01,44.0,m,True
90955,A,2017-06-16,16.0,f,True
107804,C,2017-06-21,16.0,f,False
140355,B,2017-05-28,27.0,f,True
174822,B,2017-08-19,44.0,f,True
129325,A,2017-04-19,113.0,f,False
161106,D,2017-04-21,35.0,m,True
24949,C,2017-06-10,36.0,f,False
46437,E,2017-06-15,17.0,m,False
167653,E,2017-05-17,41.0,f,False
89487,B,2017-04-06,37.0,m,True
38365,E,2017-04-26,24.0,f,True
80934,C,2017-07-25,36.0,m,True
31607,A,2017-06-04,53.0,f,True
24732,A,2017-03-04,41.0,m,False
175306,E,2017-03-09,29.0,m,True
173160,C,2017-05-16,41.0,m,True
180932,E,2017-03-06,16.0,f,True
110292,B,2017-08-09,16.0,f,False
199997,C,2017-03-05,18.0,f,True
132468,D,2017-03-24,17.0,f,False
